"Time [ms]","Moving1.Torque [NewtonMeter]"
0,0
0.2,-0.0235017491649401
0.4,0.0047135419502219
0.6,-0.0342773218486278
0.8,-0.259998859055961
1,-0.648769146348701
1.2,-0.553152551429306
1.4,0.372902710436678
1.6,-0.554208278197333
1.8,-1.33226473974299
2,-1.37702925049666
2.2,-0.151039723691239
2.4,1.05319817471023
2.6,-1.42559924874376
2.8,-1.2557756505495
3,-0.643324501649066
3.2,0.276843796755133
3.4,0.619495448228281
3.6,-2.43885510110285
3.8,-2.67916191913191
4,-1.72957976502783
4.2,-2.61761875885533
4.4,-0.836128161647763
4.6,-1.97515407381183
4.8,-2.61882716956525
5,0.291002357282359
5.2,-2.21105957366242
5.4,-1.63240927429082
5.6,0.547051646550276
5.8,-0.987152068932497
6,-0.0338194594020776
6.2,0.614308184622079
6.4,-1.04623766218373
6.6,1.32603346114423
6.8,0.58352192059988
7,-2.48484379252537
7.2,-2.32310363796953
7.4,-2.88788522551652
7.59999999999999,-4.81850582103173
7.79999999999999,-3.09720292123149
7.99999999999999,-3.01000464885265
8.2,-5.43579192520076
8.4,-2.66145694101044
8.6,-1.2114691502317
8.8,-2.89362852146184
9,-3.90404800240288
9.2,-3.79585253668514
9.4,-4.91095581217079
9.6,-6.35844026975897
9.8,-3.72662591614918
10,-2.67227134229468
10.2,-4.96868313857753
10.4,-5.23752136047182
10.6,-4.38751503398442
10.8,-2.16938512462257
11,-1.74144154345646
11.2,-1.51852962664048
11.4,-1.06718497760196
11.6,-1.82477480276598
11.8,-4.50305043313102
12,-4.63181031679817
12.2,-2.9328315156621
12.4,-0.715142609254806
12.6,-0.461275123914073
12.8,-1.3976094283835
13,-1.89118593986195
13.2,-2.70913401463358
13.4,-2.30700088350451
13.6,-1.54358191466499
13.8,-0.400054769322569
14,2.13130127630304
14.2,3.54274001448908
14.4,3.02917535138692
14.6,1.67628540254605
14.8,0.252441619491088
15,0.0356918902245693
15.2,1.17362428306859
15.4,2.98711928099705
15.6,4.00142704670465
15.8,4.48341306075247
16,4.32825115483562
16.2,4.01301720260407
16.4,3.76427565321583
16.6,4.05267593129226
16.8,4.84252734865548
17,5.50172844395569
17.2,6.12211607123902
17.4,6.24660833972723
17.6,5.94528127416108
17.8,5.6470685805141
18,6.00055490832947
18.2,6.88729803094021
18.4,8.23701702727999
18.6,8.94816536609056
18.8,9.4109146398685
19,9.04752712727988
19.2,8.39986645597833
19.4,7.78404590610448
19.6,8.15817668429627
19.8,9.65410338492266
20,10.8136578131144
20.2,11.4158140801638
20.4,10.6366250168009
20.6,10.0992925903271
20.8,10.3082561198571
21,12.323026988091
21.2,12.914841866847
21.4,12.7658957634686
21.6,13.506853050479
21.8,14.2661947902809
22,13.2565285985623
22.2,11.3670854001379
22.4,11.9230824234788
22.6,12.7425312276503
22.8,12.5885453251154
23,12.4004511825295
23.2,13.9461523290238
23.4,15.689449033743
23.6,14.6960529288161
23.8,15.5127030904599
24,17.7560537601993
24.2,15.2848087634478
24.4,14.7446375378254
24.6,16.7208392531507
24.8,13.9335568931117
25,14.4388198774401
25.2,16.6049731431551
25.4,15.8913461815562
25.6,19.6453229915775
25.8,19.9097697649498
26,17.5766462730448
26.2,20.1544074507308
26.4,18.0824285810742
26.6,18.0712075065906
26.7999999999999,17.279187693559
26.9999999999999,15.2101674775605
27.1999999999999,18.6632048222269
27.3999999999999,18.605957229118
27.5999999999999,20.4992581011035
27.7999999999999,17.8536231811234
27.9999999999999,18.0173710178312
28.1999999999999,16.5568950270191
28.3999999999999,16.2303449481004
28.5999999999999,14.9253014475311
28.7999999999999,16.0376482820217
28.9999999999999,18.9189410555445
29.1999999999999,17.1859515105475
29.3999999999999,14.2297748252855
29.5999999999999,13.8375822785374
29.7999999999999,13.8214349333405
29.9999999999999,11.4151826279519
30.1999999999999,9.265406048523
30.3999999999999,14.1732323975743
30.5999999999999,10.6346983172765
