Wall time,Step,Value
1727449135.6599536,773,0.00011363703379174694
1727449136.7526126,780,9.934881381923333e-05
1727449137.5470452,785,9.815682278713211e-05
1727449137.8891423,787,9.645160753279924e-05
1727449138.6569066,792,9.220960782840848e-05
1727449138.9365108,794,9.054112160811201e-05
1727449139.5608463,798,8.952752978075296e-05
1727449140.2186964,802,8.723838982405141e-05
1727449141.230467,808,8.155402611009777e-05
1727449141.3879347,809,8.180411532521248e-05
1727449144.9322135,832,7.324705802602693e-05
1727449145.6096296,836,6.819371628807858e-05
1727449150.886114,869,5.906327714910731e-05
1727449151.9752128,876,5.7966655731434e-05
1727449152.9321716,882,5.272233102004975e-05
1727449155.102244,896,4.940879443893209e-05
1727449155.7282128,900,4.878918844042346e-05
1727449156.883323,907,4.9468446377431974e-05
1727449157.185371,909,4.789461672771722e-05
1727449158.518523,917,4.462899232748896e-05
1727449160.559247,931,4.514149622991681e-05
1727449160.7056742,932,4.4974556658416986e-05
1727449162.2058852,942,4.0564285882283e-05
1727449162.8191743,945,3.9861439290689304e-05
1727449165.2243557,954,3.7811198126291856e-05
1727449167.3975306,962,3.71197093045339e-05
1727449169.8463001,971,3.91577159462031e-05
1727449170.1279538,972,3.421145447646268e-05
1727449171.6977663,978,3.453331009950489e-05
1727449171.957819,979,4.3817861296702176e-05
1727449173.227624,984,3.565360020729713e-05
1727449177.9882586,1002,3.882443343172781e-05
1727449178.7731698,1005,2.993208181578666e-05
1727449181.2181804,1014,4.0873768739402294e-05
1727449189.198387,1044,2.649913221830502e-05
1727449192.6185005,1057,2.5152192392852157e-05
1727449194.089702,1063,2.5164024918922223e-05
1727449194.8386295,1066,2.5736333554959856e-05
1727449195.378461,1068,2.8310923880781047e-05
1727449196.4138074,1072,2.3745649741613306e-05
1727449197.8986442,1078,2.268481875944417e-05
1727449199.158901,1083,2.527126343920827e-05
1727449201.7985857,1093,2.7333426260156557e-05
1727449203.3889904,1099,2.4437227693852037e-05
1727449204.609708,1104,1.997871368075721e-05
1727449207.262399,1114,25.960769653320312
1727449218.5296435,1156,0.001307872822508216
1727449219.5897958,1160,0.00042523720185272396
1727449219.9297593,1161,0.0004152911715209484
1727449220.2296612,1162,0.0004039912309963256
1727449225.1294346,1180,0.00026044860715046525
1727449228.604712,1193,0.0002216338471043855
1727449231.9505832,1206,0.00018112424004357308
1727449238.925102,1232,0.0001348269870504737
1727449242.3045213,1244,0.00012089902156731114
1727449245.49193,1255,0.00011539378465386108
1727449246.3729813,1258,0.00011143676238134503
1727449247.196147,1261,0.00010375208512414247
1727449253.0716372,1281,9.444488387089223e-05
1727449254.8467343,1287,8.375588367925957e-05
1727449256.8947537,1294,8.164631435647607e-05
1727449258.639508,1300,8.080019324552268e-05
1727449263.0213015,1316,7.108746649464592e-05
1727449263.7712681,1319,6.908526120241731e-05
1727449266.6113248,1330,6.797657260904089e-05
1727449267.3809662,1333,6.059955194359645e-05
1727449268.160971,1336,6.39247300568968e-05
1727449268.4332068,1337,6.0981034039286897e-05
1727449281.5617473,1385,4.85141426906921e-05
1727449282.3517647,1388,5.114744999445975e-05
1727449283.1819623,1391,4.44617799075786e-05
1727449283.4820347,1392,4.863325011683628e-05
1727449289.194391,1414,4.2483090510359034e-05
1727449292.343505,1426,4.150574022787623e-05
1727449295.0123806,1436,4.454491499927826e-05
1727449296.081952,1440,3.639231726992875e-05
1727449302.6962,1465,4.2327763367211446e-05
1727449302.9524372,1466,3.7465088098542765e-05
1727449305.8724713,1477,3.255429692217149e-05
1727449307.9829578,1485,2.8906970328534953e-05
1727449309.0336983,1489,3.405617462703958e-05
1727449309.5727105,1491,3.0992701795184985e-05
1727449318.0432134,1523,2.6344081561546773e-05
1727449319.1030684,1527,2.7345367925590836e-05
1727449325.7634165,1552,2.614153163449373e-05
1727449329.9835021,1568,3.089740130235441e-05
1727449330.2535708,1569,2.4627654056530446e-05
1727449333.9735334,1584,3.8931470044190064e-05
1727449335.0268204,1588,2.428191146464087e-05
1727449339.8136325,1604,2.31853082368616e-05
1727449340.0839193,1605,2.289921758347191e-05
1727449346.6995943,1627,4.289928619982675e-05
1727449348.143974,1632,2.034838507825043e-05
1727449349.4252834,1637,2.6558604076853953e-05
1727449350.204459,1640,2.1766933059552684e-05
1727449351.6045165,1645,1.96331584447762e-05
1727449352.4343257,1648,8.67465591430664
1727449355.7145064,1660,5.155027866363525
1727449357.81441,1668,0.19186720252037048
1727449359.6545782,1675,0.14522647857666016
1727449361.487082,1682,0.16030025482177734
1727449363.771896,1691,1.7976160961552523e-05
1727449364.8306708,1695,1.6545762264286168e-05
1727449365.33488,1697,1.596168294781819e-05
1727449365.8551211,1699,1.535375849925913e-05
1727449366.6697767,1702,1.4710071809531655e-05
1727449368.5133018,1709,1.3637256415677257e-05
1727449370.9197137,1718,1.275516115128994e-05
1727449373.5352964,1728,1.214722669828916e-05
1727449374.5753193,1732,1.1992261534032878e-05
1727449375.0875092,1734,1.1896899195562582e-05
1727449375.885457,1737,1.1801535947597586e-05
1727449377.2092695,1742,1.167041318694828e-05
1727449378.0327241,1745,1.1622731108218431e-05
1727449378.317312,1746,1.1563128282432444e-05
1727449383.5654256,1766,1.12293537313235e-05
1727449385.8755612,1775,1.1133988664369099e-05
1727449387.4253557,1781,1.1098227332695387e-05
1727449389.228757,1788,1.1026700121874455e-05
1727449389.485327,1789,1.1026701031369157e-05
1727449391.8853889,1798,1.0967095477099065e-05
1727449393.80568,1805,1.0919412488874514e-05
1727449399.2160091,1826,1.0871726772165857e-05
1727449400.2359655,1830,1.0907488103839569e-05
1727449402.806204,1840,1.087172313418705e-05
1727449403.81612,1844,1.0871724043681752e-05
1727449406.2062256,1853,1.0847880730580073e-05
1727449409.5859692,1866,1.0883638424274977e-05
1727449410.3602424,1869,1.0943241250060964e-05
1727449411.9316382,1875,1.094323943107156e-05
1727449412.5363955,1877,1.0967080015689135e-05
1727449421.427561,1911,1.1145883945573587e-05
1727449422.9367201,1917,1.1241243555559777e-05
1727449427.8248966,1934,1.1431972779973876e-05
1727449430.6471226,1944,1.1467732292658184e-05
1727449431.509106,1947,1.15392513180268e-05
1727449432.082044,1949,1.1646535313047934e-05
1727449437.0360174,1967,1.1777658983191941e-05
1727449440.7432258,1981,1.2027991033392027e-05
1727449441.2472618,1983,1.2099514606234152e-05
1727449446.0176516,2001,1.2409439477778506e-05
1727449447.109945,2005,1.2314079867792316e-05
1727449449.0985975,2013,1.2647848052438349e-05
1727449453.4690304,2030,1.2731294191326015e-05
1727449455.1150126,2036,1.2898175555164926e-05
1727449461.4731905,2060,1.324386084888829e-05
1727449464.8984947,2073,1.3911406313127372e-05
1727449465.698563,2076,1.3482269423548132e-05
1727449465.9732945,2077,1.3649147149408236e-05
1727449466.4582417,2079,1.3947168554295786e-05
1727449466.9593825,2081,1.352995604975149e-05
1727449467.9886475,2085,1.3613403098133858e-05
1727449469.0186305,2089,1.4078296771913301e-05
1727449470.8784876,2096,1.4400146937987301e-05
1727449474.8987596,2111,1.4114055375102907e-05
1727449483.7590556,2145,1.3780268091068137e-05
1727449484.768798,2149,1.3768365533906035e-05
1727449486.6490438,2156,1.364916442980757e-05
1727449489.0596406,2165,1.4018660294823349e-05
1727449492.2333791,2177,1.3446501725411508e-05
1727449494.7594583,2187,1.3863708772987593e-05
1727449495.2794445,2189,1.343458097835537e-05
1727449495.8192708,2191,1.3136567758920137e-05
1727449497.089626,2196,1.3351141205930617e-05
1727449497.86971,2199,1.3398808732745238e-05
1727449499.8193612,2207,1.3005447726754937e-05
1727449500.8106759,2211,1.3029296496824827e-05
1727449506.1296957,2231,1.2385585250740405e-05
1727449507.4495583,2236,1.1932611414522398e-05
1727449507.6947463,2237,1.2409396731527522e-05
1727449508.2098715,2239,1.3017343917454127e-05
1727449508.940054,2242,1.2469018656702247e-05
1727449509.950776,2246,1.2325986972427927e-05
1727449510.1900487,2247,1.2886225704278331e-05
1727449511.995065,2254,1.2457084267225582e-05
1727449512.7699468,2257,1.1598832315939944e-05
1727449514.0249403,2262,1.318425165663939e-05
1727449518.7699828,2281,1.2635901839530561e-05
1727449521.2459357,2291,1.193257139675552e-05
1727449522.6702056,2297,1.087170221580891e-05
1727449524.1905813,2303,1.1610734873102047e-05
1727449525.2205136,2307,1.1122029718535487e-05
1727449528.3097258,2319,1.0967068192258012e-05
1727449528.556048,2320,1.0788258805405349e-05
1727449534.9609725,2345,1.0669046787370462e-05
1727449537.240991,2354,1.0227990060229786e-05
1727449546.2512517,2389,9.226672773365863e-06
1727449546.4845288,2390,1.0931277756753843e-05
1727449547.0467086,2392,9.775009857548866e-06
1727449558.591524,2436,8.702141713001765e-06
1727449560.576693,2444,8.475670256302692e-06
1727449562.3918498,2451,5.114050509291701e-06
1727449562.9319327,2453,8.20477434899658e-05
1727449563.4420063,2455,26.07319450378418
1727449564.7218332,2460,23.239500045776367
1727449571.0719063,2485,0.00020140640845056623
1727449571.3220341,2486,0.0002089219487970695
1727449573.9672387,2496,2.237476837763097e-05
1727449574.4830215,2498,1.8941782400361262e-05
1727449575.7723513,2503,1.398293625243241e-05
1727449579.43222,2517,8.237258043664042e-06
1727449581.0831912,2523,7.0571163632848766e-06
1727449583.3977783,2532,5.86504711463931e-06
1727449587.2529275,2547,4.613369583239546e-06
1727449588.722528,2551,4.3868749344255775e-06
1727449589.212921,2553,4.279587756172987e-06
1727449595.7774956,2578,3.302082632217207e-06
1727449598.9029698,2590,3.004062136824359e-06
1727449601.6433988,2600,2.801407845254289e-06
1727449603.2129674,2606,2.682199692571885e-06
1727449607.5735757,2623,2.4318617306562373e-06
1727449609.1436076,2629,2.3722575406281976e-06
1727449609.383352,2630,2.3603365661983844e-06
1727449613.0533843,2644,2.193444743170403e-06
1727449614.63343,2650,2.169603021684452e-06
1727449615.9389288,2655,2.133840553142363e-06
1727449622.0250301,2678,1.990789996852982e-06
1727449623.8240876,2685,1.9550273009372177e-06
1727449625.0942295,2690,1.8954229972223402e-06
1727449628.424064,2703,1.8715812757363892e-06
1727449630.2044172,2710,1.871581389423227e-06
1727449634.0293326,2725,1.8358186935074627e-06
1727449637.134658,2737,1.835818579820625e-06
1727449637.944693,2740,1.8238977190776495e-06
1727449641.6145346,2754,1.8477395542504382e-06
1727449650.5249517,2789,1.8954228835355025e-06
1727449650.78507,2790,1.907343744278478e-06
1727449651.025158,2791,1.907343744278478e-06
1727449655.7052875,2809,1.9788690224231686e-06
1727449659.4751916,2824,2.0623149339371594e-06
1727449671.715706,2872,2.455702770021162e-06
1727449674.1711323,2881,2.527227934479015e-06
1727449676.4940343,2890,2.622594365675468e-06
1727449678.0160263,2896,2.6941193027596455e-06
1727449683.2959714,2917,2.9682983040402178e-06
1727449683.8210971,2919,2.9802190510963555e-06
1727449684.096,2920,2.9921397981524933e-06
1727449696.1318398,2967,3.7431498185469536e-06
1727449698.1468592,2975,3.886199920088984e-06
1727449704.077962,2998,4.3391873987275176e-06
1727449706.5207605,3007,4.565682047541486e-06
1727449707.5770123,3011,4.589523541653762e-06
1727449708.5695472,3015,4.70873146696249e-06
1727449711.7298236,3027,5.01866952618002e-06
1727449712.521865,3030,4.994828941562446e-06
1727449714.584023,3038,5.161718945601024e-06
1727449715.3172684,3041,5.3286094043869525e-06
1727449721.8572404,3065,5.769674316979945e-06
1727449722.9222026,3069,5.876962404727237e-06
1727449723.4239857,3071,5.912723736400949e-06
1727449730.8279078,3099,6.568365279235877e-06
1727449736.8079896,3122,6.616047357965726e-06
1727449740.8433635,3137,7.140554316720227e-06
1727449742.968767,3145,6.937907983228797e-06
1727449744.2666624,3150,7.5816092248714995e-06
1727449745.5776443,3155,6.651811418123543e-06
1727449747.138562,3161,6.830620350228855e-06
1727449751.189486,3177,7.188235485955374e-06
1727449755.9426303,3195,6.699481218674919e-06
1727449756.1889076,3196,6.7590926846605726e-06
1727449758.0512052,3203,6.80677885611658e-06
1727449758.8046741,3206,7.295514933503e-06
1727449765.2290533,3230,7.820024620741606e-06
1727449766.049198,3233,6.484915957116755e-06
1727449767.8627043,3240,6.6994934968533926e-06
1727449768.6223419,3243,6.222667252586689e-06
1727449768.8730154,3244,6.8902231760148425e-06
1727449769.3751233,3246,6.449160537158605e-06
1727449769.6440856,3247,6.2345884543901775e-06
1727449776.174904,3272,6.1869050114182755e-06
1727449778.5897179,3281,5.865048024134012e-06
1727449784.7098327,3305,5.745841008319985e-06
1727449786.849954,3313,5.6623889577167574e-06
1727449790.4597063,3327,5.900808901060373e-06
1727449790.6910152,3328,6.008089712850051e-06
1727449795.1203942,3345,7.247831035783747e-06
1727449802.6906648,3374,0.001139625790528953
1727449803.190241,3376,47.74985885620117
1727449805.9253807,3386,10.656126976013184
1727449809.8705316,3403,2.2374112606048584
1727449810.5074706,3408,0.00025698967510834336
1727449813.4204764,3430,1.53896526171593e-05
1727449814.416098,3438,1.3804226909996942e-05
1727449815.780971,3449,1.2326074283919297e-05
1727449816.020874,3451,1.2147264897066634e-05
1727449816.8870435,3458,1.1443947187217418e-05
1727449817.6408072,3464,1.0967120942950714e-05
1727449818.5309489,3471,1.0490295608178712e-05
1727449819.2711098,3477,1.0120753358933143e-05
1727449819.6411693,3480,9.941943062585779e-06
1727449821.8410432,3497,9.059812327905092e-06
1727449823.3413997,3509,8.571062608098146e-06
1727449823.7111363,3512,8.475697541143745e-06
1727449824.5753093,3519,8.23728260002099e-06
1727449826.564538,3535,7.760454536764883e-06
1727449826.8069785,3537,7.700850801484194e-06
1727449827.54638,3543,7.581642876175465e-06
1727449828.0358112,3547,7.49819719203515e-06
1727449830.0513592,3563,7.17633702151943e-06
1727449832.2417746,3580,6.926001333340537e-06
1727449834.7105286,3600,6.651823696302017e-06
1727449836.9893246,3618,6.520695478684502e-06
1727449837.2457054,3620,6.4730129452073015e-06
1727449837.4917266,3622,6.4372497945441864e-06
1727449837.8618095,3625,6.413408300431911e-06
1727449838.2316778,3628,6.389567715814337e-06
1727449840.3710763,3645,6.377645604516147e-06
1727449841.7219334,3656,6.234597094589844e-06
1727449843.4330206,3670,6.210754690982867e-06
1727449847.2404041,3700,6.186912742123241e-06
1727449847.4835792,3702,6.13923020864604e-06
1727449850.414128,3726,6.13923020864604e-06
1727449850.9051847,3730,6.151150500954827e-06
1727449851.1525598,3732,6.103467057982925e-06
1727449852.0020714,3738,6.163070793263614e-06
1727449852.3898602,3741,6.091547220421489e-06
1727449852.637655,3743,6.151150500954827e-06
1727449853.766907,3752,6.127308552095201e-06
1727449854.6230557,3759,6.222674073796952e-06
1727449856.252416,3772,6.186912742123241e-06
1727449857.222144,3780,6.174991085572401e-06
1727449858.8161333,3793,6.222674073796952e-06
1727449859.079276,3795,6.1988330344320275e-06
1727449859.5367708,3798,6.306118393695215e-06
1727449861.5030303,3814,6.24651693215128e-06
1727449862.1124234,3819,6.329960342554841e-06
1727449862.362404,3821,6.318040050246054e-06
1727449863.582518,3831,6.496849891846068e-06
1727449864.0776439,3835,6.329962161544245e-06
1727449867.693234,3864,6.520694114442449e-06
1727449868.2860668,3869,6.580297849723138e-06
1727449869.13306,3876,6.616060545638902e-06
1727449874.5732248,3920,7.200180334621109e-06
1727449875.5427914,3928,7.67700475989841e-06
1727449876.3928504,3935,7.4385952757438645e-06
1727449876.8829675,3939,7.665087650821079e-06
1727449878.2131224,3950,7.808138434484135e-06
1727449879.043315,3956,8.05846957518952e-06
1727449879.7734172,3962,7.772370736347511e-06
1727449882.463484,3984,7.915426976978779e-06
1727449883.8280668,3995,8.642577085993253e-06
1727449884.443696,4000,8.213441105908714e-06
1727449885.9655075,4009,8.726025953365024e-06
1727449886.0833778,4010,8.18960052129114e-06
1727449887.6373627,4022,8.916746992326807e-06
1727449889.003658,4033,9.834650882112328e-06
1727449889.3792472,4036,8.392253221245483e-06
1727449890.6036613,4046,8.6187474153121e-06
1727449896.413494,4093,8.237288966483902e-06
1727449897.0237572,4098,8.487626473652199e-06
1727449897.1539657,4099,8.177685231203213e-06
1727449898.5036778,4109,8.320725100929849e-06
1727449907.9440622,4182,1.051405070029432e-05
1727449909.3242419,4193,9.34589570533717e-06
1727449909.4491613,4194,8.34453840070637e-06
1727449909.6945543,4196,8.118080586427823e-06
1727449909.941381,4198,9.04783792066155e-06
1727449910.3144023,4201,7.760462722217198e-06
1727449910.4412742,4202,7.808140253473539e-06
1727449913.6800175,4227,6.008113814459648e-06
1727449914.3045087,4232,7.498197646782501e-06
1727449914.6646562,4235,7.712740625720471e-06
1727449915.6554997,4243,8.654501471028198e-06
1727449916.9895837,4254,6.866408057248918e-06
1727449918.0848207,4263,6.759122697985731e-06
1727449918.456243,4266,6.246523753361544e-06
1727449918.5644817,4267,8.034597158257384e-06
1727449920.4187124,4282,11.060098648071289
1727449922.4945087,4298,2.254255771636963
1727449923.2247877,4304,1.5430828332901
1727449923.724574,4308,0.019123435020446777
1727449924.9350784,4317,0.00022678430832456797
1727449925.186789,4319,0.0001109527365770191
1727449926.2646835,4328,1.75946388480952e-05
1727449926.752897,4332,1.3708679034607485e-05
1727449928.0836132,4343,8.356430953426752e-06
1727449931.2648163,4369,4.3034201553382445e-06
1727449932.3748841,4378,3.695462510222569e-06
1727449934.300135,4393,2.9802160952385748e-06
1727449935.1550112,4400,2.717958295761491e-06
1727449935.8782063,4406,2.527225433368585e-06
1727449936.3750627,4410,2.419938027742319e-06
1727449936.4955242,4411,2.408017280686181e-06
1727449938.8155994,4430,1.9907881778635783e-06
1727449939.1777437,4433,1.9431049622653518e-06
1727449943.6658185,4469,1.4901123677191208e-06
1727449944.3984427,4475,1.4305080640042434e-06
1727449946.2296498,4490,1.2993784821446752e-06
1727449946.4867291,4492,1.287457507714862e-06
1727449948.5653713,4509,1.1801696473412449e-06
1727449948.6854749,4510,1.1682487865982694e-06
1727449951.049521,4529,1.07288167328079e-06
1727449951.1758597,4530,1.07288167328079e-06
1727449951.5358691,4533,1.0609608125378145e-06
1727449952.6159172,4542,1.0251981166220503e-06
1727449953.9356606,4553,9.775145599633106e-07
1727449956.956167,4578,9.059892249752011e-07
1727449957.3862674,4581,8.821473898024124e-07
1727449958.7501266,4592,8.583056114730425e-07
1727449959.1101642,4595,8.583056114730425e-07
1727449959.3561957,4597,8.583056114730425e-07
1727449959.5983222,4599,8.344638331436727e-07
1727449961.0517814,4611,8.344638331436727e-07
1727449963.1164374,4628,7.987011372279085e-07
1727449965.7621982,4649,7.510175805691688e-07
1727449966.587573,4656,7.629384981555631e-07
1727449967.5843947,4664,7.390966629827744e-07
1727449968.0482104,4668,7.510175805691688e-07
1727449968.906286,4675,7.510176374125876e-07
1727449969.0313816,4676,7.62938554998982e-07
1727449969.156469,4677,7.62938554998982e-07
1727449970.381712,4687,7.390967766696122e-07
1727449973.5762818,4713,7.271758590832178e-07
1727449974.1977658,4718,7.390967766696122e-07
1727449976.143222,4734,7.271759159266367e-07
1727449977.5765612,4745,7.271759727700555e-07
1727449978.0517998,4749,7.271759727700555e-07
1727449978.1867626,4750,7.390968903564499e-07
1727449979.162357,4758,7.629387255292386e-07
1727449979.9871073,4764,7.390968903564499e-07
1727449980.3720455,4767,7.510178079428442e-07
1727449981.4967332,4776,7.510178079428442e-07
1727449981.98678,4780,7.748596431156329e-07
1727449982.8311877,4787,7.748596431156329e-07
1727449982.9468818,4788,7.867805607020273e-07
1727449983.682046,4794,7.748596431156329e-07
1727449984.3968644,4800,7.987015351318405e-07
1727449984.6369839,4802,8.10622395874816e-07
1727449985.0319808,4805,8.225433134612103e-07
1727449989.3970232,4840,1.0013570772571256e-06
1727449990.8753908,4852,1.072882469088654e-06
1727449993.200786,4871,1.1444078609201824e-06
1727449993.4437144,4873,1.1682496960929711e-06
1727449996.260624,4894,1.2159333664385485e-06
1727449998.8172286,4914,1.2636168094104505e-06
1727450002.3040736,4938,1.3232212268121657e-06
1727450002.738785,4941,1.3113002523823525e-06
1727450004.7177067,4954,1.3709047834709054e-06
1727450005.8976061,4962,1.3828255305270432e-06
1727450007.217906,4971,1.4185882264428074e-06
1727450007.6212983,4974,1.4185882264428074e-06
1727450007.9180267,4976,1.4543508086717338e-06
1727450008.0677288,4977,1.4781925301576848e-06
1727450013.7947018,5021,1.7166097450171947e-06
1727450014.6344242,5027,1.7404515801899834e-06
1727450015.0041344,5030,1.7285304920733324e-06
1727450015.8412194,5037,1.8000556565311854e-06
1727450017.4545157,5050,1.9192641502741026e-06
1727450017.6996064,5052,1.931185124703916e-06
1727450017.827313,5053,1.9431058717600536e-06
1727450018.6943593,5060,1.9788685676758178e-06
1727450020.8845236,5078,2.1576813651336124e-06
1727450023.8044465,5101,2.3364939352177316e-06
1727450024.4245996,5106,2.443781340843998e-06
1727450026.8896194,5126,2.694119530133321e-06
1727450027.1448736,5128,2.682198100956157e-06
1727450027.8648193,5134,2.7656433303491212e-06
1727450031.0445702,5160,3.230557013012003e-06
1727450031.664549,5165,3.254397597629577e-06
1727450033.884661,5182,3.37360779667506e-06
1727450036.168931,5200,3.492813902994385e-06
1727450037.145135,5208,4.3153359001735225e-06
1727450040.0650988,5231,3.7669960875064135e-06
1727450040.5754087,5235,6.401478458428755e-06
1727450041.06821,5239,3.7789184261782793e-06
1727450041.1952682,5240,3.8862062865518965e-06
1727450044.4490905,5266,1.5171058177947998
1727450047.3963816,5289,1.0704984664916992
1727450051.1906831,5318,1.7523683482068009e-06
1727450053.0030713,5329,1.4901103213560418e-06
1727450055.4857967,5345,1.2159309790149564e-06
1727450057.5256808,5359,1.037118067870324e-06
1727450057.6757066,5360,1.0251972071273485e-06
1727450060.6111095,5380,8.463841254524596e-07
1727450064.290881,5404,7.033336260064971e-07
1727450066.7059617,5420,6.318083478618064e-07
1727450069.4964542,5439,5.722038736166724e-07
1727450069.936206,5442,5.483620384438836e-07
1727450070.701209,5447,5.364411777009082e-07
1727450076.4167333,5484,4.5299489670469484e-07
1727450077.49669,5491,4.410740075400099e-07
1727450078.0767274,5495,4.410740075400099e-07
1727450078.9767792,5501,4.2915308995361556e-07
1727450079.846417,5507,4.2915308995361556e-07
1727450080.5968633,5512,4.1723220078893064e-07
1727450081.0590754,5515,4.1723220078893064e-07
1727450081.366562,5517,4.1723220078893064e-07
1727450085.023273,5541,3.9339039403785137e-07
1727450086.3368256,5549,3.9339039403785137e-07
1727450088.9406557,5566,3.8146950487316644e-07
1727450089.7002294,5571,4.0531134004595515e-07
1727450089.9770567,5573,4.0531134004595515e-07
1727450091.7768588,5585,4.053113684676646e-07
1727450092.0769155,5587,4.291532320621627e-07
1727450093.0677462,5593,4.768369024077401e-07
1727450094.8720865,5605,5.841251322635799e-07
1727450095.717162,5610,6.079669674363686e-07
1727450097.2171533,5620,6.198878850227629e-07
1727450098.7971056,5630,6.318088026091573e-07
1727450103.0821962,5658,6.794924729547347e-07
1727450103.3971155,5660,6.675715553683403e-07
1727450103.9723356,5664,6.794924729547347e-07
1727450106.2375247,5679,7.152552257139178e-07
1727450112.4226122,5720,7.510179784731008e-07
1727450112.889888,5723,7.629388960594952e-07
1727450115.7053044,5741,7.748598136458895e-07
1727450118.3527765,5759,7.867807312322839e-07
1727450120.8987298,5776,8.344643447344424e-07
1727450121.3703227,5779,8.463852623208368e-07
1727450122.0981245,5784,8.821480150800198e-07
1727450122.8589492,5789,8.821480150800198e-07
1727450125.5780666,5807,8.821480150800198e-07
1727450126.2784443,5808,8.821480150800198e-07
1727450128.818727,5825,9.298316854255972e-07
1727450129.2516708,5828,9.775153557711747e-07
1727450130.2937133,5835,1.025199026116752e-06
1727450134.368419,5862,1.0371198868597276e-06
1727450134.708735,5864,1.0728825827754918e-06
1727450135.8025866,5871,1.0371198868597276e-06
1727450138.5388336,5889,1.072882469088654e-06
1727450139.9087102,5898,1.0848033298316295e-06
1727450141.2688587,5907,1.1086451650044182e-06
1727450142.8233938,5917,1.1205660257473937e-06
1727450144.4787977,5928,1.1324868864903692e-06
1727450145.0787475,5932,1.1682495824061334e-06
1727450145.2188294,5933,1.156328721663158e-06
1727450148.1139224,5952,1.1682494687192957e-06
1727450148.8717728,5957,1.1920913038920844e-06
1727450149.17284,5959,1.1801703294622712e-06
1727450149.7494051,5963,1.2159330253780354e-06
1727450151.1418176,5972,1.2040120509482222e-06
1727450154.1191244,5990,1.3112999113218393e-06
1727450157.1095552,6010,1.430508632438432e-06
1727450157.8433778,6015,1.418587544321781e-06
1727450159.2710404,6024,1.466270987293683e-06
1727450160.1646562,6030,1.5139545439524227e-06
1727450160.3155067,6031,1.5258752910085605e-06
1727450161.0244787,6035,1.5735589613541379e-06
1727450161.4644167,6038,1.5735589613541379e-06
1727450164.7791917,6060,1.752371986185608e-06
1727450167.5195503,6078,2.05039327738632e-06
1727450168.1200335,6082,1.955026391442516e-06
1727450168.8865054,6087,2.0861562006757595e-06
1727450171.3097208,6103,2.264968998133554e-06
1727450171.5948231,6105,2.324571823919541e-06
1727450173.106782,6115,2.4199405288527487e-06
1727450173.9699495,6121,2.5749111500772415e-06
1727450174.278289,6123,2.527227934479015e-06
1727450175.209837,6129,2.598752644189517e-06
1727450175.5158346,6131,2.920611905210535e-06
1727450175.8098874,6133,2.6583577437122585e-06
