"Time [ms]","Current(PhaseA) [A]","Current(PhaseB) [A]","Current(PhaseC) [A]"
0,0,0,0
0.2,0.0729558024613644,-0.982103529739538,0.909147727278173
0.4,0.190403913782579,-1.93940911763322,1.74900520385065
0.6,0.363003478240486,-2.84491090543988,2.4819074271994
0.8,0.660769544245718,-3.80330335398864,3.14253380974293
1,0.991514962192049,-4.77843243852219,3.78691747633014
1.2,1.28247168798068,-5.72188512902203,4.43941344104134
1.4,1.63506314613225,-6.54197919033683,4.90691604420458
1.6,2.12611779725391,-7.44311613931503,5.31699834206112
1.8,2.73527353032109,-8.42139031490207,5.68611678458098
2,3.18475067363268,-9.29314893733257,6.10839826369989
2.2,3.73002910293641,-10.2390333449162,6.50900424197973
2.4,4.39079231651021,-11.0857151477559,6.69492283124568
2.6,5.12812834175897,-11.9569166575555,6.82878831579656
2.8,5.8223612901884,-12.7372354877111,6.91487419752266
3,6.39953909134245,-13.5499443168727,7.15040522553027
3.2,7.23025047419476,-14.4056577146486,7.17540724045388
3.4,8.07093317224394,-15.1926391765767,7.12170600433275
3.6,8.8506336482467,-15.7788791970021,6.9282455487554
3.8,9.53716824624488,-16.3488432589758,6.81167501273089
4,10.473024354277,-17.2090893989615,6.73606504468449
4.2,11.4850360161419,-17.9903810466806,6.50534503053865
4.4,12.1879660948002,-18.3563111612118,6.16834506641167
4.6,12.8957728900042,-18.5536088903238,5.65783600031958
4.8,13.7872229848443,-19.1423124111687,5.35508942632447
5,14.9145389730684,-19.9098943222151,4.99535534914675
5.2,15.6433118332555,-20.1698466115451,4.52653477828955
5.4,16.1519140838374,-20.0345030886254,3.88258900478794
5.6,16.9367139572693,-20.1802041730874,3.24349021581817
5.8,18.0335286561366,-20.7702590476379,2.73673039150135
6,18.8443183485649,-20.976015999482,2.13169765091708
6.2,19.1736012549376,-20.6287041424544,1.45510288751682
6.4,19.7377273054911,-20.3594049200383,0.621677614547224
6.6,20.7719181920031,-20.6223198714133,-0.149598320589831
6.8,21.5929686581115,-20.7984724468997,-0.794496211211762
7,21.8596171954362,-20.3327834315519,-1.52683376388429
7.2,22.0556125338384,-19.714166894802,-2.34144563903644
7.4,22.8960331587306,-19.6461284690339,-3.2499046896967
7.59999999999999,23.6770278437829,-19.696351819875,-3.98067602390786
7.79999999999999,23.9273214511676,-19.2455143825143,-4.68180706865338
8,23.8108699911209,-18.363401951606,-5.44746803951488
8.2,24.2413771502547,-17.9901078065434,-6.25126934371136
8.4,24.9537909586979,-17.8774693675684,-7.07632159112951
8.6,25.1585505734442,-17.4307561838585,-7.72779438958571
8.8,24.8208768833086,-16.4473263745328,-8.37355050877585
9,24.7497223242985,-15.7520645580525,-8.99765776624603
9.2,25.1948512987116,-15.4851576283478,-9.70969367036376
9.4,25.3559783371733,-14.9742571185176,-10.3817212186557
9.6,24.8912336918023,-14.0488388234126,-10.8423948683897
9.8,24.3293733340998,-13.0107642067455,-11.3186091273543
10,24.4517731814585,-12.6153612795165,-11.836411901942
10.2,24.495133290099,-12.046403844858,-12.448729445241
10.4,23.983746128207,-11.1924834043513,-12.7912627238558
10.6,23.1247292031875,-10.0760310984081,-13.0486981047794
10.8,22.8725847159396,-9.46486313959856,-13.407721576341
11,22.7825230371511,-8.97199910899971,-13.8105239281514
11.2,22.2518549782296,-8.13026664065468,-14.1215883375749
11.4,21.2947032058788,-7.11044423837361,-14.1842589675052
11.6,20.6843660352199,-6.30591050824312,-14.3784555269768
11.8,20.4647956590058,-5.88470662426915,-14.5800890347366
12,19.988959394714,-5.18389810247255,-14.8050612922414
12.2,19.0451424164599,-4.28053655368375,-14.7646058627761
12.4,18.229975596815,-3.47417758593611,-14.7557980108789
12.6,17.8332532843182,-2.99256692999138,-14.8406863543268
12.8,17.4441987959577,-2.5712106146024,-14.8729881813553
13,16.596585390088,-1.83455786606921,-14.7620275240188
13.2,15.6878983792921,-1.13102349435114,-14.556874884941
13.4,15.2163116263491,-0.670906885115714,-14.5454047412334
13.6,14.810514997601,-0.380956193765357,-14.4295588038356
13.8,14.101525142059,0.0888535611061682,-14.1903787031652
14,13.1415964597877,0.690309259807259,-13.8319057195949
14.2,12.5979838803132,1.07825155025791,-13.6762354305711
14.4,12.1839813318198,1.30772545951506,-13.4917067913349
14.6,11.5406639803062,1.55364835053115,-13.0943123308373
14.8,10.6917541875565,1.98956232851557,-12.681316516072
15,10.0390687890804,2.32287665546166,-12.361945444542
15.2,9.67430302410336,2.48027368821525,-12.1545767123186
15.4,9.07932796057357,2.60442173810435,-11.6837496986779
15.6,8.39566047281982,2.80918383058349,-11.2048443034033
15.8,7.74472511585186,3.09890291949196,-10.8436280353438
16,7.35795143726358,3.17991135535058,-10.5378627926142
16.2,6.90431701396813,3.21020613348471,-10.1145231474528
16.4,6.27422948205659,3.26530042373537,-9.53952990579196
16.6,5.74435209584439,3.39871312190781,-9.1430652177522
16.8,5.35247050090245,3.4286533728329,-8.78112387373535
17,5.05862223696276,3.31723710158397,-8.37585933854673
17.2,4.52419708964922,3.26811146030412,-7.79230854995333
17.4,4.07140329716064,3.26182182020021,-7.33322511736084
17.6,3.74923217409168,3.22579791602351,-6.97503009011519
17.8,3.5401721341712,3.01320470481405,-6.55337683898525
18,3.1988595968014,2.85567609776645,-6.05453569456785
18.2,2.80272346866661,2.76159631814109,-5.5643197868077
18.4,2.57149589489679,2.62493110626015,-5.19642700115694
18.6,2.41318166205127,2.38578363328285,-4.79896529533412
18.8,2.22421989186835,2.10214972474911,-4.32636961661747
19,1.94635941819719,1.91892528572147,-3.86528470391866
19.2,1.78079394374485,1.71363530687276,-3.4944292506176
19.4,1.71947688182733,1.45873419769425,-3.17821107952158
19.6,1.63893513326561,1.12477133607517,-2.76370646934078
19.8,1.50389066308067,0.868600880285802,-2.37249154336647
20,1.41822706616239,0.634657869463648,-2.05288493562604
20.2,1.44430085434868,0.32842656860826,-1.77272742295694
20.4,1.44548439842056,-0.0257811376129692,-1.41970326080759
20.6,1.41931550079155,-0.339848493107836,-1.07946700768371
20.8,1.41935095962493,-0.598512099543034,-0.820838860081893
21,1.53134750406351,-0.928291972281873,-0.603055531781637
21.2,1.63365410707168,-1.2986586917686,-0.334995415303081
21.4,1.68591694684695,-1.63790530600469,-0.0480116408422595
21.6,1.76230312860254,-1.88828869712627,0.125985568523737
21.8,1.94752580636922,-2.20553398482274,0.258008178453517
22,2.15408306737558,-2.58352646288906,0.429443395513482
22.2,2.26194131697629,-2.92280233512528,0.660861018148985
22.4,2.3921309259575,-3.15796242765693,0.765831501699432
22.6,2.61366580803431,-3.40743477166262,0.793768963628311
22.8,2.91722061438485,-3.77671515364921,0.859494539264364
23,3.10260376794787,-4.10913450863514,1.00653074068727
23.2,3.25062009207347,-4.33948715614932,1.08886706407586
23.4,3.49317966568606,-4.49609675446332,1.00291708877726
23.6,3.85380515856965,-4.80741655095413,0.953611392384483
